ID,genre
test000.wav,metal
test001.wav,pop
test002.wav,country
test003.wav,metal
test004.wav,metal
test005.wav,rock
test006.wav,rock
test007.wav,classical
test008.wav,reggae
test009.wav,jazz
test010.wav,disco
test011.wav,metal
test012.wav,hiphop
test013.wav,disco
test014.wav,rock
test015.wav,blues
test016.wav,blues
test017.wav,reggae
test018.wav,pop
test019.wav,hiphop
test020.wav,classical
test021.wav,disco
test022.wav,classical
test023.wav,hiphop
test024.wav,jazz
test025.wav,classical
test026.wav,country
test027.wav,blues
test028.wav,rock
test029.wav,blues
test030.wav,country
test031.wav,classical
test032.wav,jazz
test033.wav,jazz
test034.wav,metal
test035.wav,disco
test036.wav,hiphop
test037.wav,jazz
test038.wav,country
test039.wav,country
test040.wav,pop
test041.wav,metal
test042.wav,disco
test043.wav,pop
test044.wav,jazz
test045.wav,disco
test046.wav,country
test047.wav,pop
test048.wav,rock
test049.wav,disco
test050.wav,blues
test051.wav,hiphop
test052.wav,hiphop
test053.wav,reggae
test054.wav,hiphop
test055.wav,reggae
test056.wav,pop
test057.wav,rock
test058.wav,hiphop
test059.wav,country
test060.wav,classical
test061.wav,country
test062.wav,country
test063.wav,country
test064.wav,pop
test065.wav,metal
test066.wav,hiphop
test067.wav,jazz
test068.wav,country
test069.wav,metal
test070.wav,blues
test071.wav,metal
test072.wav,classical
test073.wav,metal
test074.wav,country
test075.wav,reggae
test076.wav,disco
test077.wav,jazz
test078.wav,rock
test079.wav,rock
test080.wav,pop
test081.wav,disco
test082.wav,rock
test083.wav,country
test084.wav,rock
test085.wav,country
test086.wav,classical
test087.wav,disco
test088.wav,blues
test089.wav,hiphop
test090.wav,reggae
test091.wav,jazz
test092.wav,country
test093.wav,metal
test094.wav,reggae
test095.wav,classical
test096.wav,metal
test097.wav,country
test098.wav,pop
test099.wav,country
test100.wav,reggae
test101.wav,country
test102.wav,pop
test103.wav,metal
test104.wav,classical
test105.wav,pop
test106.wav,disco
test107.wav,pop
test108.wav,rock
test109.wav,classical
test110.wav,hiphop
test111.wav,country
test112.wav,disco
test113.wav,classical
test114.wav,country
test115.wav,reggae
test116.wav,classical
test117.wav,metal
test118.wav,country
test119.wav,jazz
test120.wav,disco
test121.wav,jazz
test122.wav,hiphop
test123.wav,hiphop
test124.wav,classical
test125.wav,jazz
test126.wav,hiphop
test127.wav,country
test128.wav,metal
test129.wav,classical
test130.wav,jazz
test131.wav,reggae
test132.wav,rock
test133.wav,blues
test134.wav,reggae
test135.wav,blues
test136.wav,hiphop
test137.wav,metal
test138.wav,metal
test139.wav,classical
test140.wav,rock
test141.wav,jazz
test142.wav,rock
test143.wav,disco
test144.wav,blues
test145.wav,reggae
test146.wav,jazz
test147.wav,disco
test148.wav,metal
test149.wav,disco
test150.wav,jazz
test151.wav,jazz
test152.wav,country
test153.wav,jazz
test154.wav,metal
test155.wav,rock
test156.wav,pop
test157.wav,jazz
test158.wav,reggae
test159.wav,country
test160.wav,pop
test161.wav,classical
test162.wav,hiphop
test163.wav,country
test164.wav,blues
test165.wav,disco
test166.wav,blues
test167.wav,country
test168.wav,jazz
test169.wav,blues
test170.wav,pop
test171.wav,pop
test172.wav,reggae
test173.wav,metal
test174.wav,jazz
test175.wav,country
test176.wav,blues
test177.wav,blues
test178.wav,metal
test179.wav,blues
test180.wav,disco
test181.wav,disco
test182.wav,blues
test183.wav,jazz
test184.wav,hiphop
test185.wav,hiphop
test186.wav,disco
test187.wav,country
test188.wav,blues
test189.wav,reggae
test190.wav,hiphop
test191.wav,disco
test192.wav,metal
test193.wav,pop
test194.wav,blues
test195.wav,jazz
test196.wav,classical
test197.wav,jazz
test198.wav,metal
test199.wav,disco
